Epoch,Train_Loss,Validation_Loss
1,0.5019811523860748,0.532508134841919
2,0.47417262131363436,0.5363810658454895
3,0.47219426051061175,0.5351115465164185
4,0.4707850608246895,0.53434818983078
5,0.46962455295555344,0.5333475470542908
6,0.4694355905990935,0.536928117275238
7,0.469793469321971,0.5370118618011475
8,0.4683172351886941,0.5386329889297485
